2.926161236565467305e-10,2.564780874264277623e-09
-3.037490145430869593e+00,-8.013301150496566549e+00
-2.850832359138400749e-08,-2.498755099033016893e-07
-3.390823786061866526e-09,-2.972057686301487980e-08
1.005996115759015556e-09,8.817557846919143099e-09
1.000960324296681749e-09,8.773419125279463192e-09
2.205608161002432339e-09,1.933215967996377009e-08
8.395763311649231081e-10,7.358888121914293955e-09
5.774537595320815342e+00,-6.423200846084452742e+00
2.017863405379616570e-10,1.768657654377922096e-09
6.026400794620774621e-10,5.282141430058751001e-09
1.165729856803217020e-11,1.021762438763302488e-10
8.865610923963282985e+00,2.365468129840154476e-01
2.523744498082140908e-10,2.212062527288555523e-09
8.338080621407850740e-10,7.308329233067642536e-09
-1.272764269256080093e-08,-1.115578121411818023e-07
4.778804449969854697e-10,4.188622999297677422e-09
-2.280159550915236609e-08,-1.998560275279662025e-07
1.574552731385837582e-09,1.380095765235069298e-08
-5.846037372645769322e-10,-5.124052856771046116e-09
-2.366304491022802139e-09,-2.074066331486352946e-08
-4.045596625387496406e-09,-3.545966203134096617e-08
8.575937635900944828e-10,7.516810951011974945e-09
-9.008106925580656057e-09,-7.895607414708757520e-08
-5.884040828666339238e-09,-5.157362893121917104e-08
-6.178003815587246850e-10,-5.415021506452599637e-09
-1.730838645371233648e-10,-1.517080398240841216e-09
3.963341680420444452e-10,3.473869728398113827e-09
1.287032688144541697e-09,1.128084393251182619e-08
-7.798766931621901540e-09,-6.835620682525246077e-08
6.710267291810867162e-11,5.881550543482067607e-10
3.082076496823336409e-09,2.701440629208208991e-08
-9.332044706970341878e-10,-8.179538941028910833e-09
5.500192841455476031e-10,4.820920060129031691e-09
1.170839242634455673e-09,1.026240816405472976e-08
3.488195830185298430e-10,3.057404301291536993e-09
-1.833996786060021226e-10,-1.607498527958726024e-09
1.731210987199244745e-09,1.517406755923130746e-08
1.379447308463702093e+01,5.447492685776321508e+00
-1.237118238199300166e-10,-1.084334368485195047e-09
-2.000403946298729330e-09,-1.753354435209327935e-08
5.221933846617341604e-11,4.577025998812466249e-10
1.286621840828487327e-09,1.127724285501377279e-08
2.904181029294912106e-09,2.545515218457192767e-08
-1.168508645758292383e-09,-1.024198047805086210e-08
3.733860950884775607e-09,3.272729825794552882e-08
6.998589053077638233e+00,-1.000029629817410814e+01
-4.830632093329135924e-10,-4.234049938450979829e-09
-1.158135206473451796e-09,-1.015105726320697437e-08
9.176727406416256553e-08,8.043403297979491254e-07
9.712064788415478563e-10,8.512626613897969309e-09
-1.216733750359286676e-09,-1.066467361059094434e-08
-4.030212423704960068e-09,-3.532481947465490218e-08
-9.716822745263516252e-10,-8.516796963970192212e-09
1.733922146134985671e-10,1.519783087240249209e-09
1.371416481932783782e+01,4.088447338822859933e+00
7.686408835013881552e-10,6.737138789712890519e-09
-1.129165419472317922e+01,-2.295591896855721181e+00
-1.085185053277483071e-09,-9.511649033224048468e-09
1.661051918345186761e-09,1.455912318875554111e-08
-4.726630133874443475e-09,-4.142892201426186585e-08
8.334208269327900713e-10,7.304935115741050079e-09
-6.381023690138139837e-10,-5.592968464684736300e-09
-4.209056828955044325e-09,-3.689239102308144198e-08
-1.595802293864156512e-05,-1.398721544020063495e-04
6.846787914473329562e-10,6.001210894925388057e-09
1.976530443037234218e-09,1.732429305110014534e-08
7.185899502479015645e-10,6.298442265599691546e-09
1.602460341938336808e-09,1.404556791133793643e-08
-2.417352246041484605e-09,-2.118809698362398978e-08
-1.279586444588174595e-09,-1.121557759373364397e-08
4.924326784946402617e-11,4.316173353277685319e-10
8.283103249961255965e-10,7.260141556653237618e-09
-3.412154239263062793e-11,-2.990753832544613778e-10
3.084571682047967538e-09,2.703627659526949985e-08
-6.188805308870852863e-11,-5.424489017347390727e-10
4.702603138064488359e-10,4.121832535079096090e-09
1.167548059978278374e+00,1.600519366562421908e+01
3.511595389594350525e-02,-5.003949745306282004e-01
-8.870225389931952786e-11,-7.774754222775998945e-10
2.749640094482416276e-09,2.410060060024620894e-08
2.022628179055760337e-09,1.772833979401330426e-08
1.184106593389875555e-09,1.037869651838197388e-08
4.217578850207771096e-09,3.696708655539150670e-08
-1.176810969468487830e-09,-1.031475036098747387e-08
-2.125855802921463916e-05,-1.863314271849007635e-04
-1.268217114569654668e-07,-1.111592539500327977e-06
2.704189350041309860e-10,2.370222473972631415e-09
-2.331404433738720421e-09,-2.043476424712138414e-08
1.747429716145683618e-10,1.531622474895432473e-09
-3.430454345889099525e-10,-3.006793879444614425e-09
-2.541859248696383535e-09,-2.227940109609328320e-08
-1.009548844510253467e-09,-8.848697521106401604e-09
-3.219509292563276921e-09,-2.821900500525523497e-08
1.349731855182949132e-09,1.183040224954154414e-08
1.386332948452503291e-09,1.215121090089624372e-08
4.518343873978736849e-08,3.960329255460713440e-07
-1.843221948353436370e-09,-1.615584384444209726e-08
1.515825616760193029e+01,-6.681338639037291749e+00
-1.647732271874085455e-10,-1.444237646238165633e-09
